id,average_early_score
2,0.0
3,74.0
9,0.21818181818181817
16,0.07936507936507936
17,0.0873015873015873
18,0.02922077922077922
20,0.022727272727272728
21,0.022727272727272728
23,0.07051282051282051
27,0.06976744186046512
34,0.0547945205479452
35,0.05379746835443038
37,0.0379746835443038
38,0.05063291139240506
48,0.39361702127659576
51,58.0
65,0.0625
69,0.574468085106383
75,47.0
81,47.0
85,0.6063829787234043
88,0.25925925925925924
90,54.0
92,54.0
101,0.07407407407407407
105,0.2037037037037037
106,0.12037037037037036
113,0.23893805309734514
114,0.09734513274336283
117,0.013636363636363636
120,0.006818181818181818
122,0.05227272727272727
123,0.034482758620689655
125,0.034482758620689655
127,0.1206896551724138
136,0.46153846153846156
138,0.015384615384615385
143,0.35555555555555557
147,101.0
149,0.5544554455445545
150,101.0
157,0.41089108910891087
158,0.41089108910891087
162,0.06862745098039216
164,51.0
165,0.049019607843137254
166,0.0
172,105.0
177,0.047619047619047616
178,0.2619047619047619
179,0.2634920634920635
181,0.49523809523809526
182,0.09523809523809523
186,0.2857142857142857
191,0.14285714285714285
193,0.0761904761904762
195,32.0
201,0.034482758620689655
202,0.017241379310344827
203,0.034482758620689655
205,0.017241379310344827
210,0.09302325581395349
214,0.2359882005899705
215,0.03982300884955752
223,93.0
226,0.4946236559139785
227,0.03225806451612903
233,0.026881720430107527
241,0.11797752808988764
245,0.0898876404494382
255,0.0
257,85.0
259,0.2
261,0.06470588235294118
266,0.2
270,85.0
272,34.0
275,0.04411764705882353
276,0.04411764705882353
284,0.10727969348659004
290,0.2882882882882883
293,0.38666666666666666
294,0.08444444444444445
297,75.0
305,36.0
314,0.00641025641025641
318,0.08012820512820513
319,0.003205128205128205
323,0.010101010101010102
327,0.010101010101010102
331,0.010101010101010102
334,0.15151515151515152
335,0.15151515151515152
340,60.0
341,0.30812324929971985
343,0.01680672268907563
346,0.19747899159663865
347,119.0
350,0.008403361344537815
351,48.0
354,0.20833333333333334
355,0.020833333333333332
359,0.1111111111111111
361,0.10294117647058823
363,0.4264705882352941
365,0.10294117647058823
373,0.04878048780487805
374,0.024390243902439025
375,0.04878048780487805
385,101.0
389,0.21354166666666666
397,96.0
400,0.010416666666666666
401,0.3576388888888889
402,0.027777777777777776
403,0.125
407,0.07291666666666667
408,0.07291666666666667
411,96.0
413,0.07291666666666667
418,0.21354166666666666
421,0.09895833333333333
422,0.027777777777777776
440,0.03367003367003367
444,0.03282828282828283
445,0.03282828282828283
446,0.18813131313131312
447,0.047979797979797977
452,0.025252525252525252
454,0.025252525252525252
455,0.025252525252525252
456,0.03787878787878788
458,0.03787878787878788
459,0.03787878787878788
461,0.10909090909090909
468,0.10576923076923077
469,0.04807692307692308
470,0.25641025641025644
473,0.0
475,0.05172413793103448
476,0.3232758620689655
478,0.1810344827586207
479,0.17672413793103448
480,0.18181818181818182
481,0.18181818181818182
485,75.0
491,0.35555555555555557
492,0.0967741935483871
497,0.1935483870967742
500,0.3142857142857143
501,142.0
508,0.15492957746478872
511,0.15492957746478872
516,0.125
517,68.0
524,0.08928571428571429
533,0.07142857142857142
536,0.09090909090909091
542,117.0
544,0.04
549,0.0391566265060241
551,0.06927710843373494
557,0.15963855421686746
559,0.04216867469879518
562,0.06927710843373494
563,0.060240963855421686
568,0.028985507246376812
571,0.028985507246376812
572,0.13043478260869565
573,69.0
576,0.007246376811594203
581,0.035794183445190156
582,0.03355704697986577
583,0.03355704697986577
584,0.03355704697986577
585,0.01282051282051282
591,0.009615384615384616
593,0.01282051282051282
595,0.00510204081632653
600,0.05952380952380952
605,0.25
606,0.05555555555555555
611,0.2777777777777778
619,0.0967741935483871
626,0.09523809523809523
630,0.02032520325203252
634,0.10869565217391304
635,0.09782608695652174
636,0.32666666666666666
637,75.0
640,0.9230769230769231
642,0.2564102564102564
643,0.008547008547008548
644,0.0546218487394958
646,0.025210084033613446
652,0.1372549019607843
653,95.0
659,49.0
660,121.0
661,0.2066115702479339
662,0.5730337078651685
663,0.028089887640449437
666,0.018726591760299626
668,0.0
669,0.0449438202247191
670,0.07142857142857142
671,0.07142857142857142
674,0.05555555555555556
677,0.16666666666666666
679,0.03260869565217391
680,0.1455399061032864
682,0.09859154929577464
686,0.016042780748663103
687,0.0213903743315508
688,0.025
690,0.1527777777777778
691,0.08490566037735849
696,0.07547169811320754
700,0.03571428571428571
712,0.084
713,0.22727272727272727
715,0.03535353535353536
718,0.05303030303030303
722,0.05303030303030303
726,0.09230769230769231
731,0.03333333333333333
734,78.0
737,78.0
739,0.4551282051282051
740,0.01282051282051282
742,0.12162162162162163
743,0.04504504504504504
745,0.01675977653631285
748,30.0
749,0.0
751,0.03333333333333333
753,30.0
756,0.06666666666666667
758,0.061855670103092786
759,97.0
760,0.6391752577319587
763,0.13008130081300812
764,41.0
765,0.21951219512195122
771,0.0975609756097561
773,41.0
778,0.05172413793103448
784,0.14285714285714285
787,0.14285714285714285
790,0.10989010989010989
791,0.11538461538461539
800,0.09340659340659341
801,0.12087912087912088
811,0.24820143884892087
812,139.0
817,63.0
818,63.0
819,63.0
824,0.07142857142857142
826,0.07936507936507936
828,0.14492753623188406
831,0.012077294685990338
832,0.018115942028985508
837,0.27294685990338163
843,0.1509433962264151
844,0.1792452830188679
847,0.18
852,0.13636363636363635
857,0.7045454545454546
862,0.041666666666666664
867,159.0
868,0.279874213836478
869,0.2830188679245283
872,0.2830188679245283
876,0.0
878,0.279874213836478
881,0.15723270440251572
882,0.279874213836478
885,0.279874213836478
886,0.04716981132075472
893,0.027472527472527472
894,91.0
895,0.6263736263736264
898,0.03296703296703297
899,0.20054945054945056
902,0.13008130081300814
908,0.007936507936507936
909,0.007936507936507936
910,0.1984126984126984
912,63.0
918,0.6190476190476191
922,47.0
923,0.7021276595744681
928,47.0
929,0.031746031746031744
934,0.01984126984126984
940,0.10465116279069768
944,39.0
954,0.32926829268292684
958,0.32926829268292684
962,0.34146341463414637
963,41.0
969,0.010351966873706004
974,135.0
978,0.02962962962962963
984,0.10294117647058823
991,0.1
1000,0.10666666666666667
1001,67.0
1004,0.029850746268656716
1007,0.06944444444444445
1008,0.06944444444444445
1019,0.12
1020,0.28
1022,0.2733333333333333
1026,0.32
1028,80.0
1031,0.011764705882352941
1038,0.1488673139158576
1040,139.0
1051,0.04395604395604396
1053,0.22857142857142856
1056,56.0
1060,0.22941176470588234
1062,0.16470588235294117
1065,0.27941176470588236
1068,0.27941176470588236
1072,0.10638297872340426
1073,0.20212765957446807
1074,0.18085106382978725
1076,0.0
1080,78.0
1081,0.05128205128205128
1083,0.1282051282051282
1084,0.16666666666666666
1086,0.5512820512820513
1090,0.03636363636363636
1095,32.0
1097,0.08139534883720931
1098,0.08139534883720931
1101,86.0
1103,0.3953488372093023
1104,86.0
1107,0.0755813953488372
1108,86.0
1116,0.19444444444444445
1121,0.0
1128,0.06329113924050633
1129,0.06329113924050633
1132,0.06329113924050633
1134,0.18670886075949367
1135,0.06962025316455696
1138,0.0
1142,0.0
1145,0.08333333333333333
1146,0.297979797979798
1148,0.0
1151,0.0
1155,0.020833333333333332
1159,0.17063492063492064
1164,0.03968253968253968
1165,169.0
1168,0.07396449704142012
1171,0.005917159763313609
1172,0.28994082840236685
1176,0.005917159763313609
1177,0.14201183431952663
1180,112.0
1185,0.3225806451612903
1191,0.021634615384615384
1192,0.021634615384615384
1195,0.02403846153846154
1196,0.019230769230769232
1205,0.7678571428571429
1206,0.0
1208,0.7
1212,0.975
1215,40.0
1216,0.95
1218,0.06896551724137931
1220,29.0
1224,0.04054054054054054
1227,0.5084745762711864
1228,0.024691358024691357
1230,0.024691358024691357
1231,0.024691358024691357
1237,0.295
1238,0.21666666666666667
1243,0.022222222222222223
1248,0.03968253968253968
1252,0.027777777777777776
1253,0.027777777777777776
1257,126.0
1266,41.0
1267,76.0
1273,0.07692307692307693
1275,0.08974358974358974
1276,0.10256410256410256
1279,0.18181818181818182
1287,0.211864406779661
1289,0.288135593220339
1291,0.461864406779661
1296,0.025974025974025976
1300,98.0
1302,0.7551020408163265
1303,0.08823529411764706
1316,0.17901234567901234
1317,0.024691358024691357
1320,0.01440329218106996
1323,54.0
1326,0.23728813559322035
1335,0.01680672268907563
1338,0.19747899159663865
1340,0.008403361344537815
1344,0.3023255813953488
1345,0.3023255813953488
1347,0.023255813953488372
1348,0.09302325581395349
1349,0.05232558139534884
1355,0.0
1356,0.00641025641025641
1357,78.0
1359,0.0546875
1364,0.10588235294117647
1366,0.09
1377,69.0
1387,69.0
1388,69.0
1394,112.0
1395,0.16964285714285715
1397,0.16517857142857142
1399,0.07678571428571428
1401,0.03273809523809524
1403,0.16517857142857142
1405,0.3544973544973545
1408,89.0
1414,0.14634146341463414
1419,0.042682926829268296
1422,0.04878048780487805
1427,0.11206896551724138
1431,65.0
1433,0.4153846153846154
1434,0.7846153846153846
1436,0.015384615384615385
1439,178.0
1443,0.06179775280898876
1444,178.0
1449,0.06756756756756757
1453,0.1891891891891892
1454,0.1891891891891892
1458,0.15254237288135594
1468,0.0392156862745098
1471,0.049019607843137254
1472,51.0
1473,51.0
1479,259.0
1481,0.019305019305019305
1483,0.023166023166023165
1486,0.42277992277992277
1487,0.009652509652509652
1490,0.017374517374517374
1491,0.019305019305019305
1492,0.023166023166023165
1496,0.023166023166023165
1497,0.26833976833976836
1501,0.023166023166023165
1504,163.0
1506,0.11349693251533742
1509,163.0
1512,0.03987730061349693
1528,0.21045751633986928
1538,0.03424657534246575
1542,0.27391304347826084
1546,0.034782608695652174
1548,0.38235294117647056
1554,0.0
1560,0.058823529411764705
1561,0.058823529411764705
1562,68.0
1568,0.04411764705882353
1569,0.03308823529411765
1571,0.058823529411764705
1572,0.23655913978494625
1576,0.1232876712328767
1577,0.06164383561643835
1578,0.2671232876712329
1587,0.3613861386138614
1588,0.054455445544554455
1593,0.15555555555555556
1595,0.08333333333333333
1609,80.0
1610,0.1375
1612,0.225
1616,80.0
1617,0.2875
1622,0.025423728813559324
1624,0.025423728813559324
1627,0.05970149253731343
1633,0.96
1634,0.48
1637,0.04326923076923077
1640,0.4423076923076923
1643,0.02403846153846154
1645,0.04054054054054054
1647,0.13513513513513514
1648,0.13513513513513514
1653,80.0
1654,60.0
1655,0.49444444444444446
1656,0.6333333333333333
1657,0.425
1661,0.3253968253968254
1664,0.05
1667,0.4875
1669,0.058823529411764705
1670,0.08018867924528301
1671,0.009433962264150943
1672,0.009433962264150943
1673,0.009433962264150943
1675,0.009433962264150943
1677,0.0047169811320754715
1681,150.0
1691,0.041666666666666664
1692,0.046875
1696,96.0
1702,0.5
1703,0.5
1704,0.40625
1705,0.40625
1713,0.40625
1715,0.40625
1721,0.058823529411764705
1722,0.24528301886792453
1724,0.029411764705882353
1726,0.022058823529411766
1731,64.0
1733,64.0
1738,64.0
1740,0.171875
1741,64.0
1742,0.171875
1746,0.34469696969696967
1749,0.09659090909090909
1753,0.11931818181818182
1762,0.06818181818181818
1765,0.050724637681159424
1771,0.25
1774,0.13478260869565217
1777,0.029411764705882353
1779,0.2608695652173913
1780,0.15217391304347827
1782,0.532608695652174
1784,0.17272727272727273
1785,0.32727272727272727
1786,76.0
1790,0.1118421052631579
1797,0.020710059171597635
1804,0.3
1805,0.10555555555555556
1811,0.14634146341463414
1815,0.16463414634146342
1816,0.07317073170731707
1818,0.036585365853658534
1821,0.020833333333333332
1824,0.03819444444444444
1829,0.046153846153846156
1830,29.0
1835,29.0
1841,0.35555555555555557
1844,0.05555555555555555
1845,45.0
1846,0.05555555555555555
1847,0.11320754716981132
1848,0.18867924528301888
1851,0.09433962264150944
1852,0.07207207207207207
1853,0.14864864864864866
1855,0.3918918918918919
1858,0.05263157894736842
1861,0.09473684210526316
1862,0.1388888888888889
