id,TitleVecSim,DescriptionVecSim
2,0.5638062953948975,0.4871564507484436
3,0.2078732997179031,0.2753661572933197
9,0.3490671515464782,0.4462592899799347
16,0.3836005926132202,0.3948095738887787
17,0.7159249186515808,0.5741307735443115
18,0.6753244996070862,0.4364342093467712
20,0.6741664409637451,0.6424542665481567
21,0.6450145840644836,0.5606870055198669
23,0.6717970371246338,0.521247148513794
27,0.3120550215244293,0.2726555168628692
34,0.5273244380950928,0.504597544670105
35,0.6935572624206543,0.5756816267967224
37,0.3842827081680298,0.2976697981357574
38,0.7041153311729431,0.5808209776878357
48,0.6927279233932495,0.5860071778297424
51,0.3443716168403625,0.3771154284477234
65,0.7431206703186035,0.7334299683570862
69,0.1517951786518097,0.3097154498100281
75,0.4461411237716675,0.4959198832511902
81,0.2908160090446472,0.4338787496089935
85,0.2009783089160919,0.4169214963912964
88,0.4694177210330963,0.5929174423217773
90,0.6277875304222107,0.5737011432647705
92,0.5578838586807251,0.4724711775779724
101,0.3954234719276428,0.2776826620101928
105,0.4864768385887146,0.6436121463775635
106,0.6621242761611938,0.6275241374969482
113,0.2355006039142608,0.4516660571098327
114,0.3607729971408844,0.5110605955123901
117,0.5777087211608887,0.5658063292503357
120,0.841448962688446,0.6261440515518188
122,0.574105978012085,0.6472263336181641
123,0.7103433012962341,0.6464931964874268
125,0.7611387968063354,0.591979444026947
127,0.1604302823543548,0.3362933993339538
136,0.6975363492965698,0.5392098426818848
138,0.6674660444259644,0.6299023032188416
143,0.2565713822841644,0.6118194460868835
147,0.6606261730194092,0.5331407785415649
149,0.2555289566516876,0.413282036781311
150,0.4171346426010132,0.4844129383563995
157,0.3126490712165832,0.5034568309783936
158,0.1662474572658538,0.3855268955230713
162,0.3461200892925262,0.5485485792160034
164,0.0,0.0
165,0.7830613851547241,0.6749316453933716
166,0.4703564047813415,0.394588440656662
172,0.5226939916610718,0.4589184820652008
177,0.752305269241333,0.5137836933135986
178,0.5130513310432434,0.4603309631347656
179,0.5834739804267883,0.5805554389953613
181,0.347436249256134,0.5081669092178345
182,0.5412920117378235,0.6448837518692017
186,0.5172761678695679,0.5544724464416504
191,0.460216224193573,0.4126946032047272
193,0.3377769589424133,0.4877974390983581
195,0.3145706057548523,0.3610644936561584
201,0.7322190999984741,0.5609508752822876
202,1.0,0.5995697975158691
203,0.6145851612091064,0.5685850381851196
205,0.4448668360710144,0.4506769478321075
210,0.6642351746559143,0.6316797137260437
214,0.5049554109573364,0.5994707345962524
215,0.7654761075973511,0.4540823996067047
223,0.2263230681419372,0.2785971462726593
226,0.4844233095645904,0.4802210927009582
227,0.5778096914291382,0.4459094107151031
233,0.8200634717941284,0.6382675766944885
241,0.7880616188049316,0.5331222414970398
245,0.5193207263946533,0.4659970104694366
255,0.2854329347610473,0.2265878766775131
257,0.3442320823669433,0.3813443183898926
259,0.5185520052909851,0.5860716104507446
261,0.6166222095489502,0.5420048236846924
266,0.1577068567276001,0.3773178458213806
270,0.3618583679199219,0.5523767471313477
272,0.6051840782165527,0.3444147706031799
275,0.6917908191680908,0.4613131284713745
276,0.6917908191680908,0.4613131284713745
284,0.6515567898750305,0.732993483543396
290,0.3228931128978729,0.4574242830276489
293,0.4031820595264435,0.4142691493034363
294,0.5943093299865723,0.4392087459564209
297,0.0,0.0
305,0.0,0.0
314,0.730766773223877,0.5028585195541382
318,0.8198934197425842,0.5462384223937988
319,0.7572270035743713,0.4669801592826843
323,0.7668758630752563,0.5643579363822937
327,0.7566326856613159,0.609321117401123
331,0.7668758630752563,0.5643579363822937
334,0.7014220952987671,0.4710977375507355
335,0.7790795564651489,0.511888861656189
340,0.435648500919342,0.4521567821502685
341,0.8489350080490112,0.715070903301239
343,0.6840476989746094,0.7522717118263245
346,0.6110097169876099,0.3270429968833923
347,0.2096287608146667,0.1422249674797058
350,0.6867091059684753,0.7576762437820435
351,0.6649978160858154,0.4772440195083618
354,0.5040921568870544,0.6443148851394653
355,0.4989478886127472,0.4808425903320312
359,0.5618284344673157,0.5302394032478333
361,0.3723489940166473,0.4378365278244018
363,0.3182162940502167,0.3768761754035949
365,0.3723489940166473,0.4378365278244018
373,0.486063003540039,0.504784345626831
374,0.4782168269157409,0.3920057415962219
375,0.4373546242713928,0.5131703615188599
385,0.4257605075836181,0.4755516052246094
389,0.4763639569282532,0.6145429611206055
397,0.3608754873275757,0.4243185222148895
400,0.3600046038627624,0.2897809445858001
401,0.7012229561805725,0.5687754154205322
402,0.8011950254440308,0.716763973236084
403,0.5745705962181091,0.5239748954772949
407,0.4002289474010467,0.5074187517166138
408,0.4733527898788452,0.6077653169631958
411,0.3152994513511657,0.2456159889698028
413,0.4810967147350311,0.6200594305992126
418,0.4730410277843475,0.6222403049468994
421,0.5756200551986694,0.7087293863296509
422,0.6740343570709229,0.5783281326293945
440,0.7216137647628784,0.6588429808616638
444,0.6699746251106262,0.5889114141464233
445,0.6699746251106262,0.5889114141464233
446,0.7155441045761108,0.7497855424880981
447,0.7200013399124146,0.6983353495597839
452,0.7163997888565063,0.6831165552139282
454,0.7163997888565063,0.6831165552139282
455,0.6072134375572205,0.6858029365539551
456,0.661784827709198,0.6660102605819702
458,0.589314341545105,0.6963846683502197
459,0.6073402762413025,0.6617231369018555
461,0.8327397704124451,0.4501471221446991
468,0.6275469064712524,0.4760089218616485
469,0.6094663143157959,0.6431921124458313
470,0.5793704986572266,0.6117326021194458
473,0.4597042202949524,0.672909140586853
475,0.6323376893997192,0.6860675811767578
476,0.4404981732368469,0.5695793628692627
478,0.6505612134933472,0.6585218906402588
479,0.6654807925224304,0.5696622729301453
480,0.6755086183547974,0.6160740256309509
481,0.5404695272445679,0.5975329875946045
485,0.0,0.0
491,0.7280258536338806,0.4821146726608276
492,0.4363954067230224,0.4501684308052063
497,0.5734808444976807,0.615803062915802
500,0.8725267648696899,0.5216971635818481
501,0.5270084738731384,0.4543925523757934
508,0.592878520488739,0.5732837915420532
511,0.6083868145942688,0.4641322791576385
516,0.4233527779579162,0.4434660673141479
517,0.1705124676227569,0.3125447034835815
524,0.499146044254303,0.4465170204639435
533,0.6203722357749939,0.5202140808105469
536,0.4636014103889465,0.5810218453407288
542,0.3998405039310455,0.41854327917099
544,0.0,0.0
549,0.5901353359222412,0.4876658618450165
551,0.5804382562637329,0.5623248219490051
557,0.4836804866790771,0.4659258723258972
559,0.4300602674484253,0.3500792384147644
562,0.6711496114730835,0.6354436278343201
563,0.5954194664955139,0.596623420715332
568,0.56636643409729,0.4984830021858215
571,0.56636643409729,0.4984830021858215
572,0.5569279193878174,0.636486291885376
573,0.0,0.0
576,0.7345986366271973,0.4572566747665405
581,0.6686526536941528,0.4159805476665497
582,0.7040206789970398,0.5001888275146484
583,0.7508164644241333,0.5893547534942627
584,0.7088398337364197,0.5119739770889282
585,0.4939131140708923,0.375235378742218
591,0.5964805483818054,0.4463565349578857
593,0.761914849281311,0.5323150157928467
595,0.4695149958133697,0.2923508286476135
600,0.4238548874855041,0.3217692375183105
605,0.3987497687339782,0.5884348154067993
606,0.4697616100311279,0.4458069205284118
611,0.485484778881073,0.5405222773551941
619,0.6225931644439697,0.5632572174072266
626,0.5211443901062012,0.5058629512786865
630,0.6201069355010986,0.5394747257232666
634,0.5150933265686035,0.4529779255390167
635,0.4849492311477661,0.4806290566921234
636,0.5239431262016296,0.5610325932502747
637,0.7952872514724731,0.4994727075099945
640,0.5906516909599304,0.5080993175506592
642,0.9194927215576172,0.8343042731285095
643,0.5206664800643921,0.6490257382392883
644,0.7181061506271362,0.5293862223625183
646,0.2753193974494934,0.3085945248603821
652,0.542959451675415,0.6005586385726929
653,0.2653899192810058,0.3466804921627044
659,0.3639616966247558,0.2415247857570648
660,0.5814806222915649,0.3559374213218689
661,0.6387044787406921,0.4022211134433746
662,0.3879416584968567,0.4351120591163635
663,0.7469890713691711,0.408656358718872
666,0.7469890713691711,0.408656358718872
668,0.1865022182464599,0.3698620796203613
669,0.4824161529541015,0.5139720439910889
670,0.7128633856773376,0.5924579501152039
671,0.7975809574127197,0.6387174129486084
674,0.6704549193382263,0.7177692651748657
677,0.3066513538360595,0.5363680124282837
679,0.9103811979293824,0.4882109761238098
680,0.6151437163352966,0.5519723892211914
682,0.6998822093009949,0.6169995069503784
686,0.709036111831665,0.500237762928009
687,0.6454143524169922,0.5671699047088623
688,0.5537887215614319,0.4991103112697601
690,0.6073845624923706,0.5861609578132629
691,0.724848747253418,0.6893417835235596
696,0.5777843594551086,0.6154899597167969
700,0.7966815233230591,0.5384529232978821
712,0.7404931783676147,0.6542736291885376
713,0.7715578675270081,0.6553348302841187
715,0.8896176815032959,0.6165772676467896
718,0.7584189176559448,0.619663655757904
722,0.7818086743354797,0.5732460021972656
726,0.7721997499465942,0.6864467859268188
731,0.7138508558273315,0.5558325052261353
734,0.250542551279068,0.2619607150554657
737,0.4477596879005432,0.6431430578231812
739,0.5672421455383301,0.5547064542770386
740,0.5808187127113342,0.5553463697433472
742,0.5426636934280396,0.4746983647346496
743,0.7229505181312561,0.3344367444515228
745,0.4439348578453064,0.6074284315109253
748,0.272562026977539,0.3945693969726562
749,0.344331294298172,0.3886101245880127
751,0.6927477717399597,0.5304571986198425
753,0.2659904956817627,0.4556025266647339
756,0.585020899772644,0.5578827857971191
758,0.8382388353347778,0.3385513424873352
759,0.0,0.0
760,0.4134846925735473,0.3644921779632568
763,0.5304838418960571,0.7937905788421631
764,0.4063174128532409,0.4489156305789947
765,0.3604368567466736,0.5908205509185791
771,0.6297922730445862,0.4969613254070282
773,0.4320632517337799,0.4972401857376098
778,0.7067815065383911,0.6618597507476807
784,0.7232019901275635,0.6999925971031189
787,0.7633931636810303,0.6984218955039978
790,0.5291847586631775,0.4984320700168609
791,0.6626037359237671,0.5850733518600464
800,0.6868873834609985,0.535428524017334
801,0.6823028922080994,0.5983226299285889
811,0.6364421844482422,0.4921176135540008
812,0.4378765523433685,0.3105673789978027
817,0.0,0.0
818,0.0,0.0
819,0.2682693600654602,0.3761722147464752
824,0.7079575061798096,0.6339973211288452
