id,tfidf
2,3.685715249639902
3,0.0
9,3.1126886540141827
16,1.4635704496096442
17,2.8318456706358694
18,7.418579539526762
20,7.210503195268563
21,7.210503195268563
23,3.937339180702696
27,2.5153590926045095
34,8.870392735495471
35,21.088763017797955
37,1.8182462638250239
38,7.339366844524222
48,7.10659344198499
51,0.0
65,17.695772080347737
69,0.6432097873922513
75,0.0
81,0.0
85,3.455904215783119
88,2.550397609037829
90,0.0
92,0.0
101,2.5153590926045095
105,12.918936667276624
106,8.673723340335064
113,4.435857594419859
114,4.76129884545062
117,5.800191687944647
120,14.083106189605278
122,10.23606380285305
123,4.101478066859809
125,4.101478066859809
127,2.754808917932814
136,1.9096855636956152
138,3.774277073687936
143,3.4118660407694845
147,0.0
149,6.615529303751307
150,0.0
157,5.236910961686728
158,5.236910961686728
162,1.6197885002049566
164,0.0
165,7.385652345388966
166,1.3364528079050033
172,0.0
177,5.5878531329817
178,1.3744001661617793
179,6.555666788123494
181,3.2472803355661424
182,1.5935567791529717
186,3.2952561998400736
191,4.551566872932438
193,5.432983920284687
195,0.0
201,4.084562649246798
202,10.822191201396153
203,4.084562649246798
205,4.099078751705302
210,4.315023484937608
214,6.389109063075146
215,5.369285453855104
223,0.0
226,2.4120264450319904
227,6.516449984237438
233,9.398302129476447
241,5.363244821278796
245,7.256008705376187
255,9.543601091347133
257,0.0
259,4.892851971437917
261,4.264352457546002
266,4.892851971437917
270,0.0
272,0.0
275,3.3102939310363464
276,3.3102939310363464
284,11.78045163212364
290,1.6386248995468167
293,3.310818432445822
294,8.110358357270762
297,0.0
305,0.0
314,2.1366966636448472
318,2.8488363954455695
319,11.190708824131729
323,2.7365504420524505
327,2.7365504420524505
331,2.7365504420524505
334,4.192452086716833
335,4.192452086716833
340,0.0
341,14.7564026193131
343,12.059583535048898
346,14.989625088042054
347,0.0
350,8.195894198010594
351,0.0
354,1.8644562242984997
355,2.7695473271549376
359,4.482736207452383
361,5.313799353407799
363,8.498810166867498
365,5.313799353407799
373,0.7971419531019708
374,4.167469030649094
375,0.7971419531019708
385,0.0
389,9.471939239564893
397,0.0
400,1.9575453154629157
401,8.368381749827485
402,11.219742414720047
403,8.269684209798038
407,6.242690819085617
408,6.242690819085617
411,0.0
413,6.242690819085617
418,9.471939239564893
421,10.73777182985345
422,11.219742414720047
440,12.643523610867957
444,10.876626472299998
445,10.876626472299998
446,12.269897239956737
447,15.39833252880077
452,16.130574763202
454,16.130574763202
455,11.430476354137966
456,7.943425201803924
458,7.943425201803924
459,7.943425201803924
461,9.388454743100791
468,4.41679154604793
469,3.7985164090160586
470,5.88229487967022
473,1.1677918535477587
475,2.038926786227092
476,3.5488812827975815
478,2.4882369317205653
479,3.7002954641159502
480,5.08002635768653
481,5.08002635768653
485,0.0
491,4.997865719466527
492,2.9546679149789523
497,9.02922408942129
500,7.169686249215145
501,0.0
508,1.0682009337722056
511,1.0682009337722056
516,6.591738751604709
517,0.0
524,5.046137687216792
533,4.605298873549617
536,8.388929925693407
542,0.0
544,5.493066656479822
549,6.59949635404843
551,7.700840068185649
557,4.171548614315954
559,2.696702112141685
562,7.700840068185649
563,10.397542180327333
568,3.61371961819633
571,3.61371961819633
572,4.897371634158439
573,0.0
576,10.444104909744528
581,7.779172969017212
582,10.95629648466392
583,9.703005916675693
584,9.703005916675693
585,7.889791551551971
591,1.8182462638250239
593,16.138727564418247
595,2.881852145239009
600,9.892708544230299
605,4.396540732667239
606,3.9867498376261423
611,0.6035741557671644
619,12.01127932179165
626,4.490019881086305
630,7.865677339863375
634,3.4676574599089034
635,8.298414052275199
636,4.372520858008681
637,0.0
640,1.5098069085404289
642,19.751311659794293
643,8.940539102506026
644,5.992189068382
646,3.8426885547395733
652,10.461811708175214
653,0.0
659,0.0
660,0.0
661,2.350811395501897
662,2.1103188560674266
663,7.169017662829836
666,12.081641479926986
668,4.912623817097151
669,4.611284758681963
670,4.1355080433900735
671,4.1355080433900735
674,19.807198219939647
677,3.252591738619553
679,9.449067581738323
680,7.140384312522547
682,2.1770844649436643
686,8.593891249243777
687,6.932426410452907
688,6.184494299666212
690,11.268491414841401
691,5.4434832841711644
696,1.6197885002049566
700,6.918944077973278
712,10.593639213769084
713,4.805970523015216
715,5.097535887978424
718,2.51270481668303
722,2.51270481668303
726,7.809546589171151
731,1.1546089244341213
734,0.0
737,0.0
739,3.769194382893012
740,1.694446877019712
742,10.690757822523699
743,4.290732825541251
745,18.736065032079104
748,0.0
749,5.54318185778037
751,8.70630466448226
753,0.0
756,1.9848211403012457
758,5.084636428523015
759,0.0
760,2.7120423649144643
763,16.399969022313215
764,0.0
765,6.6355186207415215
771,1.5098069085404289
773,0.0
778,4.6527943533778275
784,3.198300577816493
787,3.198300577816493
790,2.421308586158856
791,3.5891004397066144
800,4.50788768619433
801,1.1677918535477587
811,6.718040974605838
812,0.0
817,0.0
818,0.0
819,0.0
824,4.641569327414519
826,2.6307245554682996
828,6.137050720329228
831,8.426078732558762
832,4.863434766464195
837,5.622248213315802
843,9.724600932121522
844,5.209114729959198
847,4.779388860410928
852,1.9567012148748653
857,6.10044832499951
862,11.33001760283264
867,0.0
868,2.8922212061421915
869,1.9041575566742788
872,1.9041575566742788
876,4.813207625144027
878,2.8922212061421915
881,6.933906115747084
882,2.8922212061421915
885,2.8922212061421915
886,2.0082585839281
893,8.008696509906462
894,0.0
895,1.9978272685624294
898,4.394976891710132
899,12.357070659044496
902,5.973059085611719
908,11.652025762944819
909,11.652025762944819
910,18.006614402920448
912,0.0
918,3.5153339728473156
922,0.0
923,1.5996495909661836
928,0.0
929,0.9566424032953857
934,6.0651714055265975
940,11.39053648514206
944,0.0
954,4.822809698090776
958,4.822809698090776
962,1.6460213675353712
963,0.0
969,8.673228882358309
974,0.0
978,1.6372570826624477
984,4.1377233685195485
991,11.525266511185709
1000,6.907633448704914
1001,0.0
1004,8.680740990017604
1007,2.738897241641396
1008,2.738897241641396
1019,2.200123687499043
1020,6.987626178654557
1022,5.290252298368824
1026,4.9834334888756615
1028,0.0
1031,1.5942839062039416
1038,26.542966009301168
1040,0.0
1051,8.004250550231632
1053,8.834067856293743
1056,0.0
1060,9.120992353107468
1062,14.704611481178082
1065,3.5175708144130438
1068,3.5175708144130438
1072,5.146817561201549
1073,2.9089190568871217
1074,6.462179838935699
1076,4.228385458901996
1080,0.0
1081,6.128190993851601
1083,4.0294830061654725
1084,3.454056008546019
1086,5.330066407072587
1090,4.099078751705302
1095,0.0
1097,2.0847998850717944
1098,2.0847998850717944
1101,0.0
1103,2.9280077258231803
1104,0.0
1107,3.678356664224766
1108,0.0
1116,9.158618066034604
1121,0.6352664039847239
1128,1.4934868762525955
1129,1.4934868762525955
1132,1.4934868762525955
1134,10.063753668315226
1135,5.264413498974801
